slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen
industria-vinicola-las-candelas-daimiel,Industria Vinícola Las Candelas,Daimiel,Bodega,Vinos y mostos,"Paseo del Carmen, s/n","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 850 765,cereales@meyca.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-ii/,,,https://www.google.com/maps/search/?api=1&query=Industria%20Vin%C3%ADcola%20Las%20Candelas%2C%20Paseo%20del%20Carmen%2C%20s/n%2C%20Daimiel%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.0742484,-3.6009861,
cooperativa-los-pozos-daimiel,Cooperativa Los Pozos,Daimiel,Bodega,Vinos de cooperativa,"Polígono Industrial, parcela 51","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 853 261,lospozos@ucaman.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-ii/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Los%20Pozos%2C%20Pol%C3%ADgono%20Industrial%2C%20parcela%2051%2C%20Daimiel%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.0488915,-3.5867929,
zumos-de-la-mancha-daimiel,Zumos de La Mancha,Daimiel,Mostos y zumos,"Mosto, zumo de uva, derivados","Ctra. de Las Tablas, s/n","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 853 650,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-ii/,,,https://www.google.com/maps/search/?api=1&query=Zumos%20de%20La%20Mancha%2C%20Ctra.%20de%20Las%20Tablas%2C%20s/n%2C%20Daimiel%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.0721960,-3.6143611,
vinat-fernancaballero-fernan-caballero,VINAT Fernancaballero,Fernán Caballero,Bodega,Vinos locales,"C. Cervantes, 9","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 229 086,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-ii/,,,https://www.google.com/maps/search/?api=1&query=VINAT%20Fernancaballero%2C%20C.%20Cervantes%2C%209%2C%20Fern%C3%A1n%20Caballero%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.1239447,-3.9039495,
cooperativa-santa-quiteria-fuente-el-fresno,Cooperativa Santa Quiteria,Fuente el Fresno,Bodega,Vinos de cooperativa,"Av. Provincia, s/n","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 806 110,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-ii/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Santa%20Quiteria%2C%20Av.%20Provincia%2C%20s/n%2C%20Fuente%20el%20Fresno%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.2276397,-3.7741252,
bodegas-ferca-herencia,Bodegas Ferca,Herencia,Bodega,Baquiche,"C. Caldereros, 5","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 571 805,info@bodegasferca.com,https://www.bodegasferca.com,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Ferca%2C%20C.%20Caldereros%2C%205%2C%20Herencia%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.3638347,-3.3586301,
cooperativa-vinicola-san-jose-herencia,Cooperativa Vinícola San José,Herencia,Bodega,Vinos de Herencia,"Av. de la Encarnación, 15","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 571 100,sanjose@ucaman.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-ii/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Vin%C3%ADcola%20San%20Jos%C3%A9%2C%20Av.%20de%20la%20Encarnaci%C3%B3n%2C%2015%2C%20Herencia%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.3727051,-3.3526959,
cubeco-herencia,Cubeco,Herencia,Bodega,Los Cuberos,"C. Capas, 63","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 571 183,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-ii/,,,https://www.google.com/maps/search/?api=1&query=Cubeco%2C%20C.%20Capas%2C%2063%2C%20Herencia%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.3693848,-3.3590423,
cooperativa-nuestra-senora-del-espino-membrilla,Cooperativa Nuestra Señora del Espino,Membrilla,Bodega,Rezuelo,"C. San Miguel, 36","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 637 478,rezuelovinos@eresmas.com,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-iii/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Nuestra%20Se%C3%B1ora%20del%20Espino%2C%20C.%20San%20Miguel%2C%2036%2C%20Membrilla%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.9700995,-3.3406473,
cooperativa-nuestra-senora-del-rosario-membrilla,Cooperativa Nuestra Señora del Rosario,Membrilla,Bodega,Galán de Membrilla,"Ctra. de La Solana, 34","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 636 660,crosario.3062@cajarural.com,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-iii/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Nuestra%20Se%C3%B1ora%20del%20Rosario%2C%20Ctra.%20de%20La%20Solana%2C%2034%2C%20Membrilla%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.9746189,-3.3381539,
campos-del-jabalon-miguelturra,Campos del Jabalón,Miguelturra,Bodega,Vinos de Miguelturra,"C. General Aguilera, 14","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 240 203,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-iii/,,,https://www.google.com/maps/search/?api=1&query=Campos%20del%20Jabal%C3%B3n%2C%20C.%20General%20Aguilera%2C%2014%2C%20Miguelturra%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.9639042,-3.8886708,
cooperativa-san-isidro-pedro-munoz,Cooperativa San Isidro,Pedro Muñoz,Bodega,"Carril de Cotos, Zagalejo, Amigo Sancho","C. Dos de Mayo, 21","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 586 057,mail@viacotos.com,https://www.viacotos.com,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20San%20Isidro%2C%20C.%20Dos%20de%20Mayo%2C%2021%2C%20Pedro%20Mu%C3%B1oz%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.4065072,-2.9473949,
bodegas-ugena-pedro-munoz,Bodegas Ugena,Pedro Muñoz,Bodega,Vinos de Pedro Muñoz,"C. Reina Sofía, 29","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 568 416,vinos@bodegasugena.com,https://www.bodegasugena.com,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Ugena%2C%20C.%20Reina%20Sof%C3%ADa%2C%2029%2C%20Pedro%20Mu%C3%B1oz%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.4032473,-2.9454809,
bernal-garcia-chicote-pedro-munoz,Bernal García-Chicote,Pedro Muñoz,Bodega,Vinos de Pedro Muñoz,"C. Santo Domingo Guzmán, 4","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,610 557 541,bodegasbernal@infonegocio.com,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-iii/,,,https://www.google.com/maps/search/?api=1&query=Bernal%20Garc%C3%ADa-Chicote%2C%20C.%20Santo%20Domingo%20Guzm%C3%A1n%2C%204%2C%20Pedro%20Mu%C3%B1oz%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.4043152,-2.9509927,
s-a-t-coloman-pedro-munoz,S.A.T. Colomán,Pedro Muñoz,Bodega,"Colomán, Pedroteño","C. Goya, 17","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 586 410,coloman@satcoloman.com,https://www.satcoloman.com,,https://www.instagram.com/vinoscoloman/,https://www.google.com/maps/search/?api=1&query=S.A.T.%20Colom%C3%A1n%2C%20C.%20Goya%2C%2017%2C%20Pedro%20Mu%C3%B1oz%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.4005093,-2.9519401,
bodegas-virgen-del-carmen-pozuelo-de-calatrava,Bodegas Virgen del Carmen,Pozuelo de Calatrava,Bodega,Vinos de Pozuelo,"C. Carmen, 22","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 840 340,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-iii/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Virgen%20del%20Carmen%2C%20C.%20Carmen%2C%2022%2C%20Pozuelo%20de%20Calatrava%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.9120726,-3.8345413,
bodegas-santa-ana-pozuelo-de-calatrava,Bodegas Santa Ana,Pozuelo de Calatrava,Bodega,Vinos de Pozuelo,"Ronda de las Zarzas, 10","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 840 451,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-iii/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Santa%20Ana%2C%20Ronda%20de%20las%20Zarzas%2C%2010%2C%20Pozuelo%20de%20Calatrava%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.9079012,-3.8329854,
cooperativa-san-antonio-abad-puerto-lapice,Cooperativa San Antonio Abad,Puerto Lápice,Bodega,Vinos de Puerto Lápice,"C. Juan Carlos I, 50","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 576 241,cooperativaabad@terra.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-iii/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20San%20Antonio%20Abad%2C%20C.%20Juan%20Carlos%20I%2C%2050%2C%20Puerto%20L%C3%A1pice%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.3243594,-3.4817078,
vinos-y-bodegas-socuellamos,Vinos y Bodegas,Socuéllamos,Bodega,"Mirador de Castilla, Aristócrata, Real Bodega","Ctra. de Las Mesas, km 1","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 531 067,export@vinosybodegas.com,https://www.vinosybodegas.com,,,https://www.google.com/maps/search/?api=1&query=Vinos%20y%20Bodegas%2C%20Ctra.%20de%20Las%20Mesas%2C%20km%201%2C%20Socu%C3%A9llamos%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.2834014,-2.7904645,
explotaciones-hermanos-delgado-socuellamos,Explotaciones Hermanos Delgado,Socuéllamos,Bodega,"Señorío de los Santos, Macatela, EHD","C. Villarrobledo, 7","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,625 339 887,info@bodegaehd.com,https://www.bodegaehd.com,,https://www.instagram.com/ehdbioorganic/,https://www.google.com/maps/search/?api=1&query=Explotaciones%20Hermanos%20Delgado%2C%20C.%20Villarrobledo%2C%207%2C%20Socu%C3%A9llamos%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.2857894,-2.7847090,
bodegas-centro-espanolas-tomelloso,Bodegas Centro Españolas,Tomelloso,Bodega,"Allozo, Ladero, Aldoba","Ctra. de Alcázar, km 1","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 505 653,allozo@allozo.com,https://www.allozo.com,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Centro%20Espa%C3%B1olas%2C%20Ctra.%20de%20Alc%C3%A1zar%2C%20km%201%2C%20Tomelloso%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.1751846,-3.0207024,
vitis-terrarum-tomelloso,Vitis Terrarum,Tomelloso,Bodega,Vitis Terrarum,"Polígono Industrial, parcela 167-168","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,609 030 153,info@vitisterrarum.es,https://www.vitisterrarum.es,,https://www.instagram.com/vitisterrarum/,https://www.google.com/maps/search/?api=1&query=Vitis%20Terrarum%2C%20Pol%C3%ADgono%20Industrial%2C%20parcela%20167-168%2C%20Tomelloso%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.1585549,-3.0214851,
vinicola-de-tomelloso-tomelloso,Vinícola de Tomelloso,Tomelloso,Bodega,"Añil, Torre de Gazate, Finca Cerrada","Ctra. de Albacete, km 130","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 513 004,ventas@vinicolatomelloso.com,https://www.vinicolatomelloso.com,,,https://www.google.com/maps/search/?api=1&query=Vin%C3%ADcola%20de%20Tomelloso%2C%20Ctra.%20de%20Albacete%2C%20km%20130%2C%20Tomelloso%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.1662682,-3.0049762,
vinicola-de-la-alameda-tomelloso,Vinícola de la Alameda,Tomelloso,Bodega,Vinos de Tomelloso,"Ctra. Tomelloso-Pedro Muñoz, km 28","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 571 097,gm@vinal.com,https://www.vinal.com,,,https://www.google.com/maps/search/?api=1&query=Vin%C3%ADcola%20de%20la%20Alameda%2C%20Ctra.%20Tomelloso-Pedro%20Mu%C3%B1oz%2C%20km%2028%2C%20Tomelloso%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.1585549,-3.0214851,
cooperativa-virgen-de-las-vinas-tomelloso,Cooperativa Virgen de las Viñas,Tomelloso,Bodega,"Lorenzete, Tomillar, Don Eugenio","Ctra. de Argamasilla, s/n","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 510 865,atencion.cliente@vinostomillar.com,https://www.vinostomillar.com,,https://www.instagram.com/vinostomillar/,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Virgen%20de%20las%20Vi%C3%B1as%2C%20Ctra.%20de%20Argamasilla%2C%20s/n%2C%20Tomelloso%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.1655452,-3.0304361,
vinedos-y-bodegas-florentino-cepeda-tomelloso,Viñedos y Bodegas Florentino Cepeda,Tomelloso,Bodega,Vinos de Tomelloso,"Paraje de Pueblas, Polígono 98","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 514 759,proconsa@proconsa.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-iv/,,,https://www.google.com/maps/search/?api=1&query=Vi%C3%B1edos%20y%20Bodegas%20Florentino%20Cepeda%2C%20Paraje%20de%20Pueblas%2C%20Pol%C3%ADgono%2098%2C%20Tomelloso%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.1585549,-3.0214851,
altosa-tomelloso,Altosa,Tomelloso,Bodega,"La Posada, La Taberna","Ctra. de Argamasilla, s/n","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 511 404,altosa@altosa.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-iv/,,,https://www.google.com/maps/search/?api=1&query=Altosa%2C%20Ctra.%20de%20Argamasilla%2C%20s/n%2C%20Tomelloso%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.1655452,-3.0304361,
bodegas-artesanas-tomelloso,Bodegas Artesanas,Tomelloso,Bodega,Vinos artesanos de Tomelloso,"C. Campo, 146","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 512 020,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-iv/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Artesanas%2C%20C.%20Campo%2C%20146%2C%20Tomelloso%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.1595269,-3.0220825,
jacinto-jaramillo-e-hijos-torralba-de-calatrava,Jacinto Jaramillo e Hijos,Torralba de Calatrava,Bodega,Vega Zacatena,"C. Calvario, 31","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 811 332,bodegasjaramillo@vegazacatena.co,https://www.vegazacatena.com,,,https://www.google.com/maps/search/?api=1&query=Jacinto%20Jaramillo%20e%20Hijos%2C%20C.%20Calvario%2C%2031%2C%20Torralba%20de%20Calatrava%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.0207014,-3.7377839,
cooperativa-nuestra-senora-de-la-vega-torre-de-juan-abad,Cooperativa Nuestra Señora de la Vega,Torre de Juan Abad,Bodega,Vinos de Torre de Juan Abad,"Ctra. Castellar, s/n","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 383 026,delavega@ucaman.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-iv/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Nuestra%20Se%C3%B1ora%20de%20la%20Vega%2C%20Ctra.%20Castellar%2C%20s/n%2C%20Torre%20de%20Juan%20Abad%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.5845739,-3.0609335,
cooperativa-nuestra-senora-del-rosario-villamayor-de-calatrava,Cooperativa Nuestra Señora del Rosario,Villamayor de Calatrava,Bodega,Vinos de Villamayor,"C. Oscurilla, 70","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 466 133,villamay@teleline.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-iv/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Nuestra%20Se%C3%B1ora%20del%20Rosario%2C%20C.%20Oscurilla%2C%2070%2C%20Villamayor%20de%20Calatrava%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7869073,-4.1414737,
bodega-san-fernando-villanueva-de-los-infantes,Bodega San Fernando,Villanueva de los Infantes,Bodega,San Fernando,"Paseo de la Constitución, 2","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 360 209,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-iv/,,,https://www.google.com/maps/search/?api=1&query=Bodega%20San%20Fernando%2C%20Paseo%20de%20la%20Constituci%C3%B3n%2C%202%2C%20Villanueva%20de%20los%20Infantes%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7339635,-3.0135587,
cooperativa-nuestra-senora-de-la-antigua-villanueva-de-los-infantes,Cooperativa Nuestra Señora de la Antigua,Villanueva de los Infantes,Bodega,Vinos de Infantes,"Ctra. de Valdepeñas, s/n","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 360 290,coopantigua@teleline.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-iv/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Nuestra%20Se%C3%B1ora%20de%20la%20Antigua%2C%20Ctra.%20de%20Valdepe%C3%B1as%2C%20s/n%2C%20Villanueva%20de%20los%20Infantes%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7339635,-3.0135587,
union-vitivinicola-de-infantes-villanueva-de-los-infantes,Unión Vitivinícola de Infantes,Villanueva de los Infantes,Bodega,"Zaurdón, Hidalguía de Villanueva","Ctra. de Fuenllana, s/n","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 360 158,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-iv/,,,https://www.google.com/maps/search/?api=1&query=Uni%C3%B3n%20Vitivin%C3%ADcola%20de%20Infantes%2C%20Ctra.%20de%20Fuenllana%2C%20s/n%2C%20Villanueva%20de%20los%20Infantes%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7339635,-3.0135587,
bodegas-lozano-villarrubia-de-los-ojos,Bodegas Lozano,Villarrubia de los Ojos,Bodega,Lobar,"C. Grande, 66","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 898 018,bodegaslozano@b-lozano.com,https://www.b-lozano.com,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Lozano%2C%20C.%20Grande%2C%2066%2C%20Villarrubia%20de%20los%20Ojos%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.2160676,-3.6048800,
cooperativa-el-progreso-villarrubia-de-los-ojos,Cooperativa El Progreso,Villarrubia de los Ojos,Bodega,Vinos y aceite de cooperativa,"Av. de la Virgen, 89","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 896 088,cooprogres@isid.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-iv/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20El%20Progreso%2C%20Av.%20de%20la%20Virgen%2C%2089%2C%20Villarrubia%20de%20los%20Ojos%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.2119153,-3.6171536,
vinos-y-aceites-villarrubia-villarrubia-de-los-ojos,Vinos y Aceites Villarrubia,Villarrubia de los Ojos,Bodega,Vinos y aceites locales,"C. Pozo de la Nieve, 1","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 896 238,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-iv/,,,https://www.google.com/maps/search/?api=1&query=Vinos%20y%20Aceites%20Villarrubia%2C%20C.%20Pozo%20de%20la%20Nieve%2C%201%2C%20Villarrubia%20de%20los%20Ojos%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.2156946,-3.6021466,
bodegas-isla-villarta-de-san-juan,Bodegas Isla,Villarta de San Juan,Bodega,"Isla Oro, Hispavín","C. Nuestra Señora de la Paz, 9",Bodega centenaria de Villarta de San Juan con más de 200 hectáreas de viñedo propio a orillas del Cigüela.,Consultar web,926 640 004,info@bodegasisla.com,https://www.bodegasisla.com,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Isla%2C%20C.%20Nuestra%20Se%C3%B1ora%20de%20la%20Paz%2C%209%2C%20Villarta%20de%20San%20Juan%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.2368040,-3.4195744,
cooperativa-nuestra-senora-de-la-paz-villarta-de-san-juan,Cooperativa Nuestra Señora de la Paz,Villarta de San Juan,Bodega,"Tintobel, Matices","C. Cervantes, 96","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 640 111,bodega@tintobel.com,https://www.tintobel.com,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Nuestra%20Se%C3%B1ora%20de%20la%20Paz%2C%20C.%20Cervantes%2C%2096%2C%20Villarta%20de%20San%20Juan%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.2304282,-3.4191599,
adiano-el-robledo,Adiano,El Robledo,Lácteos y quesos,"Queso manchego artesano DOP, semicurado, curado, viejo, añejo","Finca El Campillo, CM-4106 km 93",Quesería artesana de la finca El Campillo que elabora queso manchego DOP con leche cruda de su propio rebaño de oveja manchega.,Consultar web,926 390 105,,https://adiano.es/,,https://www.instagram.com/adianoquesos/,https://www.google.com/maps/search/?api=1&query=Adiano%2C%20Finca%20El%20Campillo%2C%20CM-4106%20km%2093%2C%20El%20Robledo%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.2176173,-4.2811191,
queseria-1605-herencia,Quesería 1605,Herencia,Lácteos y quesos,"Queso 1605, Herencia 1605, Sierra La Solana","Finca Sierra La Solana, Ctra. Villarta de San Juan-Herencia km 7,5","Quesería manchega de leche cruda de ganadería propia, elaboración manual y maduración artesana en Herencia.",Consultar web,926 691 261,info@queseria1605.com,https://www.queseria1605.com/,https://www.facebook.com/queseria1605/,https://www.instagram.com/queseria_1605/,https://www.google.com/maps/search/?api=1&query=Queser%C3%ADa%201605%2C%20Finca%20Sierra%20La%20Solana%2C%20Ctra.%20Villarta%20de%20San%20Juan-Herencia%20km%207%2C5%2C%20Herencia%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.3679627,-3.3550331,
zaferan-calatravo-bolanos-de-calatrava,Zaferán Calatravo,Bolaños de Calatrava,Azafrán,"Azafrán de La Mancha DOP, azafrán en hebra, azafrán en polvo","C. San Isidro, 4","Productor de azafrán ecológico con DOP Azafrán de La Mancha, cultivado, recolectado y tostado de forma artesanal.",Consultar web,647 435 801,zaferancalatravo@gmail.com,https://zaferancalatravo.com/,,,https://www.google.com/maps/search/?api=1&query=Zafer%C3%A1n%20Calatravo%2C%20C.%20San%20Isidro%2C%204%2C%20Bola%C3%B1os%20de%20Calatrava%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.9029161,-3.6568206,
the-harvest-of-saffron-la-solana,The Harvest of Saffron,La Solana,Azafrán,"Azafrán, marcas THOS, azafrán de La Mancha","Plaza Don Diego, 6",Empresa azafranera fundada en La Solana en 1995 y especializada exclusivamente en azafrán de calidad.,Consultar web,967 214 619,info@thos.es,https://www.thos.es/es/13/Nosotros.html,,,https://www.google.com/maps/search/?api=1&query=The%20Harvest%20of%20Saffron%2C%20Plaza%20Don%20Diego%2C%206%2C%20La%20Solana%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.9417538,-3.2396962,
aceites-malagon-malagon,Aceites Malagón,Malagón,Aceite,"AOVE, aceite aromatizado, Zaitum, Plétora, Cardenal Tavera","Gta. Veintitrés de Junio, 4","Empresa familiar fundada en 1980 dedicada a elaborar, envasar y comercializar aceite de oliva virgen extra y aceites aromatizados.",Consultar web,926 800 024,info@aceitesmalagon.com,https://www.aceitesmalagon.com/,https://www.facebook.com/profile.php?id=100008554933262,,https://www.google.com/maps/search/?api=1&query=Aceites%20Malag%C3%B3n%2C%20Gta.%20Veintitr%C3%A9s%20de%20Junio%2C%204%2C%20Malag%C3%B3n%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.1689143,-3.8514542,
aceites-artiaga-malagon,Aceites Artiaga,Malagón,Aceite,"Aceite de oliva, AOVE, aceites de calidad",Malagón,Productor y distribuidor de aceite de oliva de Malagón centrado en aceites de calidad y selección de aceitunas.,Lunes a viernes 10:00-19:00,635 912 417,,https://aceitesartiaga.com/,,,https://www.google.com/maps/search/?api=1&query=Aceites%20Artiaga%2C%20Malag%C3%B3n%2C%20Malag%C3%B3n%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.1798740,-3.9076717,
aceites-juventud-finca-la-oliveta-malagon,Aceites Juventud - Finca La Oliveta,Malagón,Aceite,"Aceites Juventud, AOVE rico en oleocanthal, Finca La Oliveta","Polígono 1, Parcela 209",Productor de aceite de oliva de Malagón reconocido por aceites de alto contenido en oleocanthal y fenoles.,Consultar web,692 671 392,,https://oleista.com/es/almazaras/ciudad-real/aceites-juventud-finca-la-oliveta-12128,,,https://www.google.com/maps/search/?api=1&query=Aceites%20Juventud%20-%20Finca%20La%20Oliveta%2C%20Pol%C3%ADgono%201%2C%20Parcela%20209%2C%20Malag%C3%B3n%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.1689143,-3.8514542,
