slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online
paprimur,Paprimur,Fortuna,Pimentón y especias,"pimentón dulce, pimentón ahumado, pimiento deshidratado, especias","Calle Baco, 24, Polígono Industrial de Fortuna, 30620 Fortuna, Murcia","Compañía con amplia trayectoria especializada en la molienda de pimentón, mezclas de especias, hierbas aromáticas y derivados de pimiento.",,968687000,info@paprimur.es,https://www.paprimur.es,,,https://www.google.com/maps/search/?api=1&query=Paprimur+Fortuna,38.188,-1.130,,verificado,no
valera-salazones,Salazones Valera,Mazarrón,Conservas,"mojama de atún, huevas de pescado, bonito en salazón, sardinas","Plaza del Callao, 8, Bajo, 30870 Mazarrón, Murcia","Empresa familiar de Mazarrón dedicada a la elaboración tradicional y artesanal de salazones de pescado como mojama, huevas y bonito.",,968590206,calidad@valerasalazones.com,https://valerasalazones.com,,,https://www.google.com/maps/search/?api=1&query=Salazones+Valera+Mazarron,37.5976,-1.3106,,verificado,sí
pedrin-salazones,Salazones Pedrín,San Pedro del Pinatar,Conservas,"hueva de mújol, salazones de pescado, lomos de bacalao, ahumados","Polígono Industrial Las Beatas, Calle B, 7, 30740 San Pedro del Pinatar, Murcia","Elaboración artesanal y tradicional de salazones de pescado, ahumados y conservas gourmet del mar bajo la firma La Cuna del Salazón.",Lunes a viernes 09:00 - 14:00,696926574,info@lacunadelsalazon.es,https://www.lacunadelsalazon.es,,,https://www.google.com/maps/search/?api=1&query=La+Cuna+del+Salazon+San+Pedro+del+Pinatar,37.82945,-0.80425,,verificado,sí
el-modesto,Conservas Artesanas El Modesto,Lorquí,Conservas,"melocotón en conserva, alcachofas, pimiento del piquillo","Travesía Carrerón, 1, 30564 Lorquí, Murcia",Conservas artesanas de frutas y vegetales de la huerta murciana elaboradas con recetas tradicionales y de manera familiar.,,606929567,,,,,https://www.google.com/maps/search/?api=1&query=Conservas+El+Modesto+Lorqui,38.0583,-1.2468,,verificado,no
vegasana,VegaSana,Murcia,Conservas,"verduras asadas, pimientos asados, berenjena asada, conservas vegetales","Avenida Ciclista Mariano Rojas, 76, planta 7ª, 30009 Murcia","Fabricantes de conservas vegetales selectas y verduras asadas al horno de leña de manera natural, sin aditivos ni conservantes artificiales.",Lunes a sábado 08:00 - 18:00,965300899,info@vegasana.com,https://vegasana.es,https://www.facebook.com/vegasana.es/,https://www.instagram.com/vegasana.es/,https://www.google.com/maps/search/?api=1&query=Vegasana+Alimentacion+Murcia,38.0012,-1.1467,,verificado,no
agrolarrosa,Agrolarrosa,Murcia,Conservas,"alcachofas en conserva, pimientos asados a la leña, ensaladas vegetales","Vereda de los Matías, 71, 30139 El Raal, Murcia","Empresa familiar especializada en la elaboración artesana de conservas vegetales de la huerta, destacando sus pimientos asados al horno de leña.",,968277039,ventas@agrolarrosa.com,https://www.agrolarrosa.es,https://www.facebook.com/alkacil.conservas,https://www.instagram.com/alkacil/,https://www.google.com/maps/search/?api=1&query=Agro+Larrosa+El+Raal,37.9897,-1.0664,,verificado,sí
conservas-nicola,Conservas Nicola,Alcantarilla,Conservas,"tomate frito, sofrito mediterráneo, cebolla frita","Carretera Fábrica de la Pólvora, 1, 30820 Alcantarilla, Murcia","Elaboración tradicional de conservas de tomate frito, sofritos y cebolla frita de manera vegana, sin gluten y con aceite de oliva.",,968869305,info@conservasnicola.com,https://conservasnicola.com,,,https://www.google.com/maps/search/?api=1&query=Conservas+Nicola+Alcantarilla,37.973,-1.214,,verificado,sí
conservas-el-valle-la-rueda,Conservas El Valle (La Rueda),Murcia,Conservas,"tomate frito casero, fritada de hortalizas, cabello de ángel, cebolla frita","Calle Batalla de Sangonera, 5, 30835 Sangonera la Seca, Murcia",Empresa familiar dedicada a la fabricación artesanal de conservas vegetales tradicionales como tomate frito casero y cabello de ángel.,,968800490,info@conservaselvalle.es,https://www.conservaselvalle.es,,,https://www.google.com/maps/search/?api=1&query=Conservas+El+Valle+Sangonera+la+Seca,37.9620,-1.2335,,verificado,no
miel-el-colmenero-de-barranda,Miel El Colmenero de Barranda,Caravaca de la Cruz,Miel,"miel de azahar, miel de milflores, polen, propóleo","Plaza del Ayuntamiento s/n, 30412 Barranda, Caravaca de la Cruz, Murcia",Apicultores artesanos familiares con más de 50 años de experiencia que elaboran miel natural de azahar y otros productos apícolas en Caravaca de la Cruz.,,,,,,,https://www.google.com/maps/search/?api=1&query=Miel+El+Colmenero+de+Barranda+Caravaca+de+la+Cruz,38.04749,-1.96413,,parcial,no comprobado
miel-gimiele,Miel Gimiele,Murcia,Miel,"miel cruda, jalea real, propóleo, licores artesanales de miel","Paseo Florencia, 42, 30010 Murcia",Proyecto apícola familiar que produce miel cruda artesanal y productos derivados de la colmena sin procesos industriales en la Región de Murcia.,Con cita previa,629462222,info@gimiele.com,https://gimiele.com,,https://www.instagram.com/gimiele_mielartesanal/,https://www.google.com/maps/search/?api=1&query=Miel+Gimiele+Murcia,37.9735,-1.1308,,verificado,sí
miel-fuente-marques,Miel Fuente Marqués,Caravaca de la Cruz,Miel,"miel de azahar, miel de romero, miel de lavanda, miel mil flores","Caravaca de la Cruz, Murcia",Apicultores artesanos que producen y envasan de forma manual mieles crudas procedentes de colmenas situadas en el entorno natural de Caravaca de la Cruz.,,,,https://mielfuentemarques.com,,,https://www.google.com/maps/search/?api=1&query=Miel+Fuente+Marques+Caravaca+de+la+Cruz,38.1065,-1.8621,,verificado,sí
apicultura-apiperez,Apicultura Apipérez,Alhama de Murcia,Miel,"miel de azahar, miel de romero, miel de milflores, miel de tomillo","Paraje los Segados, 42, La Magdalena, 30393 Cartagena, Murcia",Explotación apícola tradicional con colmenas en Alhama de Murcia dedicada a la trashumancia y producción de miel natural de diversas floraciones.,,696577436,info@apiculturaapiperez.com,https://apiculturaapiperez.com,,,https://www.google.com/maps/search/?api=1&query=Apicultura+Apiperez+Cartagena,37.64806,-1.06235,,verificado,sí
pasteleria-bonache,Pastelería Bonache,Murcia,Pan y pastelería,"pastel de carne murciano, roscones de Reyes, marinera dulce, repostería artesanal","Plaza de las Flores, 8, 30004 Murcia","Pastelería artesanal e histórica fundada en 1828 en la Plaza de las Flores, famosa por elaborar el auténtico pastel de carne murciano.",,968212083,admon@pasteleriabonache.com,https://pasteleriabonache.com,,,https://www.google.com/maps/search/?api=1&query=Pasteleria+Bonache+Murcia,37.98464,-1.13314,,verificado,sí
pasteleria-zaher,Pastelería Zaher,Murcia,Pan y pastelería,"pastel de carne murciano, pastel de sesos, repostería tradicional","Calle Riquelme, 13, 30005 Murcia","Famosa pastelería y bar de Murcia, emblemática por sus tradicionales pasteles de carne murcianos y su pastel de sesos.",,968211385,,https://pasteleriazaher.es,,,https://www.google.com/maps/search/?api=1&query=Pasteleria+Zaher+Murcia,37.9866,-1.1278,,verificado,no
confiteria-la-peladilla,Confitería La Peladilla,Murcia,Pan y pastelería,"pastel de Cierva, croissants, dulces de temporada, roscón de Reyes","Calle San Antonio, 1, 30001 Murcia","Histórica confitería artesanal fundada en 1902, célebre en la ciudad de Murcia por sus exquisitos pasteles de Cierva y repostería tradicional.",,968216371,pela_es@hotmail.com,https://www.lapeladilla.com,https://www.facebook.com/lapeladillamurcia,https://www.instagram.com/confiteria_la_peladilla/,https://www.google.com/maps/search/?api=1&query=Confiteria+La+Peladilla+Murcia,37.9843209,-1.1273118,,verificado,no
confiteria-maite,Confitería Maite,Murcia,Pan y pastelería,"pastel de carne, pepitos, riñones de chocolate, empanadillas","Av. Constitución, 6, 30008 Murcia","Cadena de pastelerías artesanas fundada en 1968, célebre en Murcia por sus recetas tradicionales de pasteles de carne, empanadillas y repostería artesanal.",,968233083,confiteriamaite@gmail.com,https://confiteriamaite.com,https://www.facebook.com/CONFITERIAMAITE,https://www.instagram.com/maiteconfiteria/,https://www.google.com/maps/search/?api=1&query=Confiteria+Maite+Murcia,37.9904,-1.1311,,verificado,no
confiteria-espejo,Confitería Espejo,Caravaca de la Cruz,Pan y pastelería,"yemas de Caravaca, alfajores, cordiales, trovadores, machacos","Avenida Gran Vía, 56, Bajo, 30400 Caravaca de la Cruz, Murcia","Tradicional pastelería y confitería artesana fundada en 1979, famosa por elaborar las auténticas yemas de Caravaca y dulces tradicionales de la zona.","Lunes a Domingo: 9:00 - 14:30, 17:00 - 21:00",968708871,,https://confiteriaespejo.es,,,https://www.google.com/maps/search/?api=1&query=Confiteria+Espejo+Caravaca+de+la+Cruz,38.10258,-1.86176,,verificado,sí
