nombre,pais,pais_codigo,region,region_codigo,municipio,categoria,productos,direccion,horario,telefono,correo,web,facebook,instagram,google_maps,lat,lon,osm_id,fuente_url,fecha_extraccion,verificacion,venta_online
Spargel- & Erdbeerhof Kaufmann,Alemania,DE,Niedersachsen,DE-NI,Ribbesbüttel,Fruta y verdura,Obst und Gemüse,"Hauptstraße 42, 38551 Ribbesbüttel",Mo-Fr 08:00-18:00; Sa 08:30-12:30,+4953736591,info@spargelhof-kaufmann.de,https://www.spargelhof-kaufmann.de/,https://www.facebook.com/KaufmannSpargelErdbeerhof/,,"https://www.google.com/maps?q=52.424557,10.483252",52.424557,10.483252,node/4803509013,https://www.openstreetmap.org/node/4803509013,2026-08-05,parcial,no comprobado
Kampmeiers Hofladen,Alemania,DE,Niedersachsen,DE-NI,Rinteln,Miel,Honig,"Kasseler Landstraße 22, 31737 Rinteln",Sa 08:00-13:00; We-Fr 09:00-18:00,+49575143989,info@kampmeiers-hofladen.de,https://www.kampmeiers-hofladen.de/,,,"https://www.google.com/maps?q=52.149555,9.098048",52.149555,9.098048,node/5638881402,https://www.openstreetmap.org/node/5638881402,2026-08-05,parcial,no comprobado
Imkerei Völker,Alemania,DE,Niedersachsen,DE-NI,Südheide,Miel,Honig,"Billingstraße 51, 29320 Südheide","Mo-Fr 08:30-13:00,14:30-17:30; Nov-Mar Sa 10:00-12:00; Apr-Oct Sa 09:00-12:00",+49505265,honig@imkerei-voelker.de,https://www.imkerei-voelker.de/,,,"https://www.google.com/maps?q=52.839296,10.087090",52.839296,10.087090,node/6024876406,https://www.openstreetmap.org/node/6024876406,2026-08-05,parcial,no comprobado
Rabehof,Alemania,DE,Niedersachsen,DE-NI,Südheide,Huevos,Eier,"Örtzheide 2, 29320 Südheide","Mo-Fr 08:00-12:30,14:30-18:00; Sa 08:00-13:00",+49505294219,info@rabehof.de,http://www.rabehof.de/,,,"https://www.google.com/maps?q=52.799701,10.086050",52.799701,10.086050,node/1613275453,https://www.openstreetmap.org/node/1613275453,2026-08-05,parcial,no comprobado
Imkerei Pallas,Alemania,DE,Niedersachsen,DE-NI,Uelzen,Miel,Honig,"Altes Dorf 108, 29525 Uelzen","Th,Fr 15:00-18:00",+4917656818065,pallas@imkereibedarf-uelzen.de,https://www.imkereibedarf-uelzen.de/,,,"https://www.google.com/maps?q=52.997813,10.510629",52.997813,10.510629,way/1294940387,https://www.openstreetmap.org/way/1294940387,2026-08-05,parcial,no comprobado
Biohof Wildung,Alemania,DE,Niedersachsen,DE-NI,Walsrode,Huevos,Eier,"Wenzinger Straße 16, 29699 Walsrode",Mo-Fr 09:00-12:00; Sa-Su 10:00-12:00,+495162909172,info@biohof-wildung.de,https://www.biohof-wildung.de,,,"https://www.google.com/maps?q=52.889679,9.683435",52.889679,9.683435,node/6708491808,https://www.openstreetmap.org/node/6708491808,2026-08-05,parcial,no comprobado
Hof Rengstorf,Alemania,DE,Niedersachsen,DE-NI,Walsrode,Fruta y verdura,Obst und Gemüse,"Benzen 6, 29664 Walsrode","Mo-Su,PH 08:00-18:00 ""während der Spargelsaison""",+4951613234,info@hof-rengstorf.de,http://hof-rengstorf.de/hofladen/,,,"https://www.google.com/maps?q=52.832926,9.580804",52.832926,9.580804,node/7517461714,https://www.openstreetmap.org/node/7517461714,2026-08-05,parcial,no comprobado
Hahnenfelder Hof,Alemania,DE,Niedersachsen,DE-NI,Weyhe,Pan y cereal,Brot und Getreide,"Hahnenfelder Weg 1, 28844 Weyhe",We 15:00-18:30; Fr 15:00-19:30,+4942039934,hahnenfelde@t-online.de,https://www.hahnenfelde.de/,,,"https://www.google.com/maps?q=52.968031,8.825195",52.968031,8.825195,node/6605852178,https://www.openstreetmap.org/node/6605852178,2026-08-05,parcial,no comprobado
Spargelhof Mahlstedt,Alemania,DE,Niedersachsen,DE-NI,Wildeshausen,Fruta y verdura,Obst und Gemüse,"Holzhausen 9, 27793 Wildeshausen","Apr-Jun 09:00-12:00, 14:00-18:00",+4944319550966,spargelhof.mahlstedt@web.de,http://spargelhof-mahlstedt.de,,,"https://www.google.com/maps?q=52.878441,8.377970",52.878441,8.377970,way/122147510,https://www.openstreetmap.org/way/122147510,2026-08-05,parcial,no comprobado
Naturhof Wolfsberg,Alemania,DE,Nordrhein-Westfalen,DE-NW,Alfter,Otros,,"Raiffeisenstraße 51, 53347 Alfter",Mo-Fr 09:00-18:30; Sa 09:00-16:00; Su off,+4922896499450,info@naturhof-wolfsberg.de,https://www.naturhof-wolfsberg.de/,,,"https://www.google.com/maps?q=50.699545,7.015129",50.699545,7.015129,way/1263065387,https://www.openstreetmap.org/way/1263065387,2026-08-05,parcial,no comprobado
Hofladen Weißenbach,Alemania,DE,Nordrhein-Westfalen,DE-NW,Bad Salzuflen,Otros,,"Fritz-Niewald-Weg 1, 32107 Bad Salzuflen","Tu 09:30-12:30,15:00-18:00, Th 09:00-12:30, Fr 09:00-13:00,15:00-18:00, Sa 09:00-12:00",+495222963720,kontakt@biokiste-weissenbach.de,https://www.hofladen-weissenbach.de/,,,"https://www.google.com/maps?q=52.064991,8.725536",52.064991,8.725536,node/11363906935,https://www.openstreetmap.org/node/11363906935,2026-08-05,parcial,no comprobado
Reinerts Milchtankstelle,Alemania,DE,Nordrhein-Westfalen,DE-NW,Billerbeck,Lácteos y quesos,Käse und Milchprodukte,"Hamern 25a, 48727 Billerbeck",24/7,+49254325357,info@reinert-milchtankstelle.de,https://www.reinert-milchtankstelle.de/,,,"https://www.google.com/maps?q=51.991473,7.272990",51.991473,7.272990,way/296408344,https://www.openstreetmap.org/way/296408344,2026-08-05,parcial,no comprobado
Hof Schulte-Schüren,Alemania,DE,Nordrhein-Westfalen,DE-NW,Bochum,Otros,,"Kemnader Straße 197, 44797 Bochum","Mo, Tu, Th, Su off; PH off; We, Fr 09:00-18:00; Sa 09:00-13:00",+491746726505,info@hof-schulte-schueren.de,https://hof-schulte-schueren.de/,https://de-de.facebook.com/HofSchulteSchuren/,,"https://www.google.com/maps?q=51.432616,7.231200",51.432616,7.231200,way/98037532,https://www.openstreetmap.org/way/98037532,2026-08-05,parcial,no comprobado
Biohof Jacobi,Alemania,DE,Nordrhein-Westfalen,DE-NW,Borgentreich,Otros,,"Mühlentor 28, 34434 Borgentreich","Th,Fr 15:00-19:00",+4956431669,hofladen-jacobi@freenet.de,https://www.biohof-jacobi.de/hofladen/,,,"https://www.google.com/maps?q=51.535388,9.284516",51.535388,9.284516,node/5438579004,https://www.openstreetmap.org/node/5438579004,2026-08-05,parcial,no comprobado
Bioland Hof Schulz,Alemania,DE,Nordrhein-Westfalen,DE-NW,Bornheim,Otros,,"Blutpfad 3, 53332 Bornheim",Fr 08:00-18:00; Sa-Th off,+4922224544,w.schulz.de@t-online.de,https://www.bioland-schulz.de/,,,"https://www.google.com/maps?q=50.749371,6.995218",50.749371,6.995218,node/10875864947,https://www.openstreetmap.org/node/10875864947,2026-08-05,parcial,no comprobado
Hofladen Biohof Bursch,Alemania,DE,Nordrhein-Westfalen,DE-NW,Bornheim,Otros,,"Weidenpeschweg 31, 53332 Bornheim",Mo-Fr 08:30-18:30; Sa 08:30-15:00,+492227919914,hofladen@biohof-bursch.de,https://www.biohof-bursch.de/,,,"https://www.google.com/maps?q=50.767700,6.955914",50.767700,6.955914,node/1407115633,https://www.openstreetmap.org/node/1407115633,2026-08-05,parcial,no comprobado
Das Büdchen,Alemania,DE,Nordrhein-Westfalen,DE-NW,Brühl,Fruta y verdura,Obst und Gemüse,"Otto-Wels-Straße 2-6, 50321 Brühl","Th,Fr 08:30-18:30; Sa 08:30-13:00",+491722938854,kontakt@obst-gemuesehof-bruehl.de,https://obst-gemuesehof-bruehl.de/,,,"https://www.google.com/maps?q=50.813658,6.905607",50.813658,6.905607,node/10907414641,https://www.openstreetmap.org/node/10907414641,2026-08-05,parcial,no comprobado
Sennenhof,Alemania,DE,Nordrhein-Westfalen,DE-NW,Dörentrup,Carne,Fleisch und Wurst,"Alter Schulweg 20, 32694 Dörentrup",Fr 17:00-19:00; PH off,+495265954264,andreas-woehrmeier@web.de,https://sennenhof.de/,,,"https://www.google.com/maps?q=52.012491,9.048714",52.012491,9.048714,node/4783351746,https://www.openstreetmap.org/node/4783351746,2026-08-05,parcial,no comprobado
Hofanlage Köllman,Alemania,DE,Nordrhein-Westfalen,DE-NW,Essen,Otros,,"Rodenseelstraße 181, 45307 Essen","Mo-Fr 08:30-18:00; Sa 08:00-14:00 || ""Spargelzeit Su 10:00-12:00""",+49201553976,info@bauer-ridder.de,https://bauerridder.de/,,,"https://www.google.com/maps?q=51.460118,7.104280",51.460118,7.104280,way/106683582,https://www.openstreetmap.org/way/106683582,2026-08-05,parcial,no comprobado
Imkerei Krizic,Alemania,DE,Nordrhein-Westfalen,DE-NW,Essen,Miel,Honig,"Heßlerstraße 147, 45329 Essen","Mo 09:00-13:00; Fr 09:00-13:00,15:00-19:00",+491751549842,imkerei_altenessen@ok.de,https://honigpott.wordpress.com,,,"https://www.google.com/maps?q=51.509639,7.022417",51.509639,7.022417,node/6331233877,https://www.openstreetmap.org/node/6331233877,2026-08-05,parcial,no comprobado
Biohof Loben,Alemania,DE,Nordrhein-Westfalen,DE-NW,Euskirchen,Huevos,Eier,"Auf dem Maarpfad 6, 53881 Euskirchen","Mo-Su 08:00-20:00 ""Eier und Apfelsaft in Selbstbedienung""; Sa 09:30-14:00 ""Fleischverkauf""",+492251148895,t.loben@web.de,https://www.biohof-loben.de/,https://www.facebook.com/Biohof-Loben-1390176297863563/,,"https://www.google.com/maps?q=50.638245,6.833178",50.638245,6.833178,node/5069845801,https://www.openstreetmap.org/node/5069845801,2026-08-05,parcial,no comprobado
Büllesheimer Spargel,Alemania,DE,Nordrhein-Westfalen,DE-NW,Euskirchen,Fruta y verdura,Obst und Gemüse,"Am Heiligenhäuschen 100, 53881 Euskirchen","Mo-Fr 09:30-18:00; Sa 09:30-15:00; Su,PH 09:30-13:00",+4922519216117,servatius@buellesheimer-spargel.de,https://buellesheimer-spargel.de/,https://www.facebook.com/spargeleuskirchen/,,"https://www.google.com/maps?q=50.679613,6.837075",50.679613,6.837075,node/4769273834,https://www.openstreetmap.org/node/4769273834,2026-08-05,parcial,no comprobado
Hobby-Imkerei „Peters Bienenwelt“,Alemania,DE,Nordrhein-Westfalen,DE-NW,Euskirchen,Miel,Honig,"Lerchenweg 5, 53881 Euskirchen","Mo-Fr 08:30-10:00; Sa,Su off",+4922558115,imkerei@peters-bienenwelt.de,https://bzv-rheinbach.business.site/,,,"https://www.google.com/maps?q=50.620857,6.857913",50.620857,6.857913,node/5476344064,https://www.openstreetmap.org/node/5476344064,2026-08-05,parcial,no comprobado
Hubertushof - Rothkopf Eifel-Gemüse,Alemania,DE,Nordrhein-Westfalen,DE-NW,Euskirchen,Fruta y verdura,Obst und Gemüse,"Dom-Esch-Straße 86, 53881 Euskirchen","Mo-Fr 09:00-12:30,14:30-18:30; Sa 09:00-14:00; Su,PH 09:00-14:00",+49225151849,info@hubertus-rothkopf.de,http://rothkopf-hubertushof.de/,https://facebook.com/rothkopf.eifelgemuese/,https://www.instagram.com/rothkopfeifelgemuese/,"https://www.google.com/maps?q=50.680376,6.864373",50.680376,6.864373,way/106650412,https://www.openstreetmap.org/way/106650412,2026-08-05,parcial,no comprobado
Hühnerhof Wershoven,Alemania,DE,Nordrhein-Westfalen,DE-NW,Euskirchen,Miel,Honig,"Kuchenheimer Straße 95, 53881 Euskirchen",Mo off; Tu-Sa 08:30-13:00,+4922513543,wershoven.kh@t-online.de,https://www.huehnerhof-wershoven.de/,,,"https://www.google.com/maps?q=50.650406,6.826405",50.650406,6.826405,node/5476401761,https://www.openstreetmap.org/node/5476401761,2026-08-05,parcial,no comprobado
Imkerei Wacker,Alemania,DE,Nordrhein-Westfalen,DE-NW,Euskirchen,Miel,Honig,"Bunggasse 8, 53881 Euskirchen",Mo-Su 08:00-22:00,+491634180863,info@imkerei.wacker.nrw,https://imkerei-wacker.com/,,,"https://www.google.com/maps?q=50.631043,6.777860",50.631043,6.777860,node/7432296221,https://www.openstreetmap.org/node/7432296221,2026-08-05,parcial,no comprobado
Lapinchen’s Hofladen,Alemania,DE,Nordrhein-Westfalen,DE-NW,Euskirchen,Carne,Fleisch und Wurst,"Dompfaffstraße 34, 53881 Euskirchen","Th, Fr 9:00-18:00; Sa 9:00-13:00",+4922551371,info@lapinchen.de,https://lapinchen.de/,https://www.facebook.com/Lapinchen.Flamersheim,,"https://www.google.com/maps?q=50.617745,6.851843",50.617745,6.851843,node/2587513447,https://www.openstreetmap.org/node/2587513447,2026-08-05,parcial,no comprobado
Rothkopf Eifel-Gemüse,Alemania,DE,Nordrhein-Westfalen,DE-NW,Euskirchen,Fruta y verdura,Obst und Gemüse,"Eifelring 38-42, 53879 Euskirchen",Mo-Fr 09:00-18:00; Sa 09:00-14:00,+491629574478,info@rothkopf-hubertushof.de,http://rothkopf-hubertushof.de/verkauf/obi-euskirchen/,,,"https://www.google.com/maps?q=50.652230,6.792768",50.652230,6.792768,node/7222326011,https://www.openstreetmap.org/node/7222326011,2026-08-05,parcial,no comprobado
Spargelhof Allofs,Alemania,DE,Nordrhein-Westfalen,DE-NW,Geldern,Fruta y verdura,Obst und Gemüse,"Broecksteg 5, 47608 Geldern",Mo-Sa 09:00-18:00; Su 09:00-12:00,+4928313382,mail@spargelhof-allofs.de,https://www.spargelhof-allofs.de,,,"https://www.google.com/maps?q=51.504202,6.234255",51.504202,6.234255,node/11601848323,https://www.openstreetmap.org/node/11601848323,2026-08-05,parcial,no comprobado
Spargelhof Dercks,Alemania,DE,Nordrhein-Westfalen,DE-NW,Geldern,Fruta y verdura,Obst und Gemüse,"Bosserweg 6, 47608 Geldern",Mo-Su 07:00-18:00,+4928313776,info@spargelhof-dercks.de,https://www.spargelhof-dercks.de,,,"https://www.google.com/maps?q=51.485823,6.221051",51.485823,6.221051,node/11601848324,https://www.openstreetmap.org/node/11601848324,2026-08-05,parcial,no comprobado
Spargelhof Janßen,Alemania,DE,Nordrhein-Westfalen,DE-NW,Geldern,Fruta y verdura,Obst und Gemüse,"Maasstraße 81, 47608 Geldern",Mo-Sa 08:00-18:00; Su 08:00-17:00,+4928313371,info@spargelhof-janssen.de,https://www.spargelhof-janssen.de,,,"https://www.google.com/maps?q=51.490985,6.232868",51.490985,6.232868,node/8356161304,https://www.openstreetmap.org/node/8356161304,2026-08-05,parcial,no comprobado
Spargelhof Kisters,Alemania,DE,Nordrhein-Westfalen,DE-NW,Geldern,Fruta y verdura,Obst und Gemüse,"Kevelaerer Straße 6, 47608 Geldern",Mo-Su 08:30-18:00,+49283121,info@spargelhof-kisters.de,https://www.spargelhof-kisters.de,,,"https://www.google.com/maps?q=51.498792,6.243769",51.498792,6.243769,node/11601848325,https://www.openstreetmap.org/node/11601848325,2026-08-05,parcial,no comprobado
Hofkäserei Konnen,Alemania,DE,Nordrhein-Westfalen,DE-NW,Grefrath,Lácteos y quesos,Käse und Milchprodukte,"Mörtelsstraße 211, 47929 Grefrath",Mo-Fr 09:00-18:00; Sa 10:00-17:00,+4921582103,bettina_konnen@web.de,https://www.konnen.de/,,,"https://www.google.com/maps?q=51.350749,6.325175",51.350749,6.325175,node/4029514488,https://www.openstreetmap.org/node/4029514488,2026-08-05,parcial,no comprobado
Bioland-Hof Damberg,Alemania,DE,Nordrhein-Westfalen,DE-NW,Hamm,Otros,,"An der Ahse 22, 59069 Hamm","Tu-Th 09:00-13:00,15:00-18:30; Fr 09:00-18:30; Sa 09:00-13:00",+49238569201,info@bioland-hof-damberg.de,https://bioland-hof-damberg.de/,,,"https://www.google.com/maps?q=51.660926,7.869141",51.660926,7.869141,node/2400756943,https://www.openstreetmap.org/node/2400756943,2026-08-05,parcial,no comprobado
Brennerei Bovenkerck,Alemania,DE,Nordrhein-Westfalen,DE-NW,Hamminkeln,Destilados y licores,Spirituosen und Liköre,"Hauptstraße 31, 46499 Hamminkeln","Mo-Fr 08:00-12:30,14:00-17:00; Sa 09:00-12:00",+4928522115,info@bovenkerck.de,https://bovenkerck.de/,,,"https://www.google.com/maps?q=51.742650,6.611828",51.742650,6.611828,node/9074747334,https://www.openstreetmap.org/node/9074747334,2026-08-05,parcial,no comprobado
Gemüsehof Bielefeld,Alemania,DE,Nordrhein-Westfalen,DE-NW,Hamminkeln,Fruta y verdura,Obst und Gemüse,"Zum Tollberg 27, 46499 Hamminkeln",Mo-Fr 08:30-18:30; Sa 08:00-16:00; Su 09:30-13:00,+492852944,info@gemuesehof-bielefeld.de,https://gemuesehof-bielefeld.de/,,,"https://www.google.com/maps?q=51.766352,6.601389",51.766352,6.601389,way/304359965,https://www.openstreetmap.org/way/304359965,2026-08-05,parcial,no comprobado
Niederrhein-Westfälische Braumanufaktur,Alemania,DE,Nordrhein-Westfalen,DE-NW,Hamminkeln,Otros,,"Brauereistraße 4, 46499 Hamminkeln",siehe Homepage,+49285291320,brauerei@nrw-braumanufaktur.de,https://www.nrw-braumanufaktur.nrw/,,,"https://www.google.com/maps?q=51.731267,6.589013",51.731267,6.589013,way/285494748,https://www.openstreetmap.org/way/285494748,2026-08-05,parcial,no comprobado
Obstkelterei van Nahmen,Alemania,DE,Nordrhein-Westfalen,DE-NW,Hamminkeln,Otros,,"Diersfordter Straße 27, 46499 Hamminkeln",Mo-Fr 09:00-18:00; Sa 09:00-13:00,+492852960990,shop@vannahmen.de,https://www.vannahmen.de/,,,"https://www.google.com/maps?q=51.728727,6.586728",51.728727,6.586728,way/285571663,https://www.openstreetmap.org/way/285571663,2026-08-05,parcial,no comprobado
Bioland-Hof Strotdrees,Alemania,DE,Nordrhein-Westfalen,DE-NW,Harsewinkel,Otros,,"Im witten Sand 20, 33428 Harsewinkel","Mo-Th 09:00-13:00,15:00-18:00; Fr 09:00-18:00; Sa 09:00-13:00",+4952476611,info@biolandhof-strotdrees.de,http://biolandhof-strotdrees.de/,,,"https://www.google.com/maps?q=51.977551,8.227164",51.977551,8.227164,node/4717766700,https://www.openstreetmap.org/node/4717766700,2026-08-05,parcial,no comprobado
Bioladen Hüsgen,Alemania,DE,Nordrhein-Westfalen,DE-NW,Hennef,Otros,,"Auf der Sandkaule 13, 53773 Hennef","Mo 11:00-13:00,14:00-18:30; Tu-Fr 09:00-13:00,14:00-18:30; Th off; Sa 08:30-13:00",+4922481795,info@bioland-huesgen.de,https://www.bioland-huesgen.de/,,,"https://www.google.com/maps?q=50.746033,7.382045",50.746033,7.382045,way/237395080,https://www.openstreetmap.org/way/237395080,2026-08-05,parcial,no comprobado
Hanfer Hof,Alemania,DE,Nordrhein-Westfalen,DE-NW,Hennef (Sieg),Fruta y verdura,Obst und Gemüse,"In der Haarwiese 32, 53773 Hennef (Sieg)",,+492248446228,info@hanferhofgemuese.de,https://hanferhofgemuese.de,,,"https://www.google.com/maps?q=50.704135,7.341528",50.704135,7.341528,node/6605266055,https://www.openstreetmap.org/node/6605266055,2026-08-05,parcial,no comprobado
Bauernladen Niermann,Alemania,DE,Nordrhein-Westfalen,DE-NW,Herdecke,Otros,,"Kirchender Dorfweg 26, 58313 Herdecke",Mo-Fr 08:00-18:30; Sa 08:00-13:00,+492330974454,hof-niermann@t-online.de,https://www.bauernladen-niermann.de,,,"https://www.google.com/maps?q=51.419137,7.425183",51.419137,7.425183,node/7051978053,https://www.openstreetmap.org/node/7051978053,2026-08-05,parcial,no comprobado
Hofladen Bissels,Alemania,DE,Nordrhein-Westfalen,DE-NW,Issum,Huevos,Eier,"Vorst 4, 47661 Issum",24/7,+492835790180,info@bisselshof.de,https://www.bisselshof.de/,,,"https://www.google.com/maps?q=51.495025,6.416584",51.495025,6.416584,node/9812437796,https://www.openstreetmap.org/node/9812437796,2026-08-05,parcial,no comprobado
Bioland Lammertzhof,Alemania,DE,Nordrhein-Westfalen,DE-NW,Kaarst,Otros,,"Neu Lammertzhof, 41564 Kaarst",Mo-Fr 08:30-18:30; Sa 07:30-14:00,+492131757470,info@lammertzhof.de,https://www.lammertzhof.net/,,,"https://www.google.com/maps?q=51.207011,6.601739",51.207011,6.601739,way/156643932,https://www.openstreetmap.org/way/156643932,2026-08-05,parcial,no comprobado
Geflügelhof Küppers GbR,Alemania,DE,Nordrhein-Westfalen,DE-NW,Kaarst,Miel,Honig,"Im Rottfeld 4b, 41564 Kaarst","Mo-Fr 08:00-12:00, We-Fr 14:00-18:00, Sa 08:00-13:00",+49213161383,info@gefluegelhof-kueppers.de,https://gefluegelhof-kueppers.de/,,,"https://www.google.com/maps?q=51.227509,6.637119",51.227509,6.637119,way/455739636,https://www.openstreetmap.org/way/455739636,2026-08-05,parcial,no comprobado
Hof Ligges,Alemania,DE,Nordrhein-Westfalen,DE-NW,Kamen,Huevos,Eier,"Afferder Straße 1, 59174 Kamen",,+49230738896,info@hof-ligges.de,https://hof-ligges.de/,,,"https://www.google.com/maps?q=51.560577,7.625490",51.560577,7.625490,node/6540573272,https://www.openstreetmap.org/node/6540573272,2026-08-05,parcial,no comprobado
Hofladen Biolandhof Frohnenbruch,Alemania,DE,Nordrhein-Westfalen,DE-NW,Kamp-Lintfort,Carne,Fleisch und Wurst,"Schloßallee 81, 47475 Kamp-Lintfort",We-Fr 09:00-18:00; Sa 09:00-14:00,+492842410,info@frohnenbruch.de,https://www.frohnenbruch.de/,,,"https://www.google.com/maps?q=51.507919,6.457911",51.507919,6.457911,node/839238965,https://www.openstreetmap.org/node/839238965,2026-08-05,parcial,no comprobado
Bauernkäserei Straetmannshof,Alemania,DE,Nordrhein-Westfalen,DE-NW,Kerken,Lácteos y quesos,Käse und Milchprodukte,"Dorfstraße 199, 47647 Kerken","We-Fr 08:00-18:00; Sa 07:00-14:00; Mo,Tu,Su,PH off",+4928334596,kontakt@bauernkaese.info,https://www.bauernkaese.info/,,,"https://www.google.com/maps?q=51.423479,6.433949",51.423479,6.433949,node/11515808606,https://www.openstreetmap.org/node/11515808606,2026-08-05,parcial,no comprobado
Naturhof Beyen,Alemania,DE,Nordrhein-Westfalen,DE-NW,Kerken,Pan y cereal,Brot und Getreide,"Hülser Straße 16, 47647 Kerken","Tu-Fr 09:00-18:00; Sa,Su 08:30-17:00; Mo off",+4928334561,info@naturhof-beyen.de,https://www.naturhof-beyen.de/,,,"https://www.google.com/maps?q=51.433856,6.428249",51.433856,6.428249,node/9214616031,https://www.openstreetmap.org/node/9214616031,2026-08-05,parcial,no comprobado
Petkens Gemüse & Obst,Alemania,DE,Nordrhein-Westfalen,DE-NW,Kerken,Fruta y verdura,Obst und Gemüse,"An den Linden 7, 47647 Kerken",Mo-Fr 08:00-18:30; Sa 08:00-16:00,+4928335766023,info@gartenbau-petkens.de,https://gartenbau-petkens.de/,,,"https://www.google.com/maps?q=51.448303,6.394712",51.448303,6.394712,way/759819104,https://www.openstreetmap.org/way/759819104,2026-08-05,parcial,no comprobado
Biohof Etzold,Alemania,DE,Nordrhein-Westfalen,DE-NW,Kevelaer,Otros,,"Hestert 10, 47626 Kevelaer","Tu,Th 14:00-19:00; Fr 09:00-19:00; Sa 09:00-14:00",+4928328237,info@biohofetzold.de,https://www.biohofetzold.de/,,,"https://www.google.com/maps?q=51.604427,6.295192",51.604427,6.295192,way/334427029,https://www.openstreetmap.org/way/334427029,2026-08-05,parcial,no comprobado
Hofladen Rouenhof,Alemania,DE,Nordrhein-Westfalen,DE-NW,Kevelaer,Otros,,"Sonsbecker Straße 40, 47627 Kevelaer",Sa 10:00-14:00,+4928257233,kontakt@rouenhof.de,https://www.rouenhof.de,,,"https://www.google.com/maps?q=51.627115,6.293300",51.627115,6.293300,node/4597171180,https://www.openstreetmap.org/node/4597171180,2026-08-05,parcial,no comprobado
Spargel- und Erdbeerhof Baumanns,Alemania,DE,Nordrhein-Westfalen,DE-NW,Kevelaer,Fruta y verdura,Obst und Gemüse,"Keylaer 56, 47623 Kevelaer","Apr-Jun Mo-Fr 09:00-18:00; Apr-Jun Sa,Su 09:00-13:00; Jul Mo-Sa 09:00-13:00; Aug-Mar Fr,Sa 09:00-13:00",+4928326580,stefan-baumanns@web.de,https://erdkampshof.de/,,,"https://www.google.com/maps?q=51.585493,6.225121",51.585493,6.225121,node/11648725332,https://www.openstreetmap.org/node/11648725332,2026-08-05,parcial,no comprobado
DAD die am Deich,Alemania,DE,Nordrhein-Westfalen,DE-NW,Kleve,Otros,,"Banndeich 8, 47533 Kleve",Th 14:00-18:00; Fr 10:00-18:00; Sa 10:00-14:00,+49206415270,dad-sonderfeld@t-online.de,https://www.die-am-deich.de/,,,"https://www.google.com/maps?q=51.809756,6.177200",51.809756,6.177200,node/10593402562,https://www.openstreetmap.org/node/10593402562,2026-08-05,parcial,no comprobado
Aurora Kaas GmbH,Alemania,DE,Nordrhein-Westfalen,DE-NW,Kranenburg,Otros,,"Im Hammereisen 55, 47559 Kranenburg","Thu-Fri 10:00-19:00, Sa 10:00-14:00",+4928269996740,info@aurora-kass.com,https://www.aurora-kaas.com/,,,"https://www.google.com/maps?q=51.783209,6.055649",51.783209,6.055649,node/11927549789,https://www.openstreetmap.org/node/11927549789,2026-08-05,parcial,no comprobado
Bauernladen Hebben,Alemania,DE,Nordrhein-Westfalen,DE-NW,Kranenburg,Huevos,Eier,"Gocher Straße 17, 47559 Kranenburg","Mo-Fr 08:00-12:30,14:00-18:30; Sa 08:00-16:00",+492826471,kontakt@bauernladen-hebben.de,https://www.bauernladen-hebben.de/,,,"https://www.google.com/maps?q=51.775183,6.021542",51.775183,6.021542,node/8411802266,https://www.openstreetmap.org/node/8411802266,2026-08-05,parcial,no comprobado
Biolandhof Eichenhof,Alemania,DE,Nordrhein-Westfalen,DE-NW,Kreuztal,Miel,Honig,"Eichenhof 1, 57223 Kreuztal","Th,Fr 10:00-13:00,15:00-19:00; Sa 10:00-13:00; PH off",+4927327668291,hofladen@eichenhof-kreuztal.de,http://eichenhof-kreuztal.de,,,"https://www.google.com/maps?q=50.991516,7.972280",50.991516,7.972280,node/9178408024,https://www.openstreetmap.org/node/9178408024,2026-08-05,parcial,no comprobado
Imkerei Krieger,Alemania,DE,Nordrhein-Westfalen,DE-NW,Köln,Miel,Honig,"Goltsteinstraße 95, 50968 Köln",Mo-Fr 08:00-17:00,+491774750102,info@imkerei-krieger.com,https://imkerei-krieger.com,,,"https://www.google.com/maps?q=50.906258,6.971410",50.906258,6.971410,node/11755802825,https://www.openstreetmap.org/node/11755802825,2026-08-05,parcial,no comprobado
Imkerei Veedelshonig,Alemania,DE,Nordrhein-Westfalen,DE-NW,Köln,Miel,Honig,"Peter-Dedenbach-Straße 2, 50672 Köln",Mo-Su 10:00-22:00,+4922129894921,info@veedelshonig.de,https://www.veedelshonig.de,,,"https://www.google.com/maps?q=50.944185,6.932373",50.944185,6.932373,node/9004809969,https://www.openstreetmap.org/node/9004809969,2026-08-05,parcial,no comprobado
Biohof Lüns,Alemania,DE,Nordrhein-Westfalen,DE-NW,Lichtenau,Huevos,Eier,"Zur Wippe 5, 33165 Lichtenau",We 16:30-18:00; Sa 10:00-12:30; PH closed,+495292932775,info@biohof-luens.de,https://biohof-luens.de/,,,"https://www.google.com/maps?q=51.592182,8.826680",51.592182,8.826680,node/11903514311,https://www.openstreetmap.org/node/11903514311,2026-08-05,parcial,no comprobado
Spargel vom Hoppe Hof,Alemania,DE,Nordrhein-Westfalen,DE-NW,Meerbusch,Fruta y verdura,Obst und Gemüse,"Bommershöfer Weg 83, 40670 Meerbusch",Tu-Fr 10:00-18:00; Sa-Su 09:00-17:00,+4921592429,info@spargel-hoppehof.de,https://spargel-hoppehof.de/,,,"https://www.google.com/maps?q=51.277510,6.603787",51.277510,6.603787,way/243535437,https://www.openstreetmap.org/way/243535437,2026-08-05,parcial,no comprobado
